Smiles,QED
COc1ccc(C(=O)c2sc(Nc3ccc(F)cc3)nc2N)cc1,0.6882362173292682
Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(F)cc1,0.7262926570693544
N#CC1=C(N)C(c2cccc(Br)c2)C2=C(O)c3ccccc3C2=N1,0.7866811213833638
O=C(N/N=C/C1=NN(C2CCCC2)C(=O)CC1)c1ccco1,0.6805225352025976
CC(=O)C1=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)N(O)C(S)=C(Cl)c1,0.7038568993348592
N#CC1=C(N)C(C#N)=C(N)C(C2=C(Cl)c3ccccc3CC2)=C2C=CC=CN21,0.7672550378152749
CC(=O)c1ccc(NC(=O)c2nc(-c3cccs3)ncc2Cl)cc1,0.7058919921218272
COc1ccc(NC2=NC(=O)/C(=C\c3ccccc3O)S2)cc1,0.8450596238611812
CC[n+]1cccc2c1C1C=CC=CC1CC2c1cc(C)cc(C)n1.[Cl-],0.745970098765935
CN(C)c1ccc2nc(C(C)(C)C)ccc2c1.[I-],0.6970575825045592
CCOc1ccc(NC2=NC(=O)/C(=C\c3ccc(N(CC)CC)o3)S2)cc1,0.7023948573506014
CC(C)C1OCCC1NC(=O)c1cc2ccccc2[nH]1,0.9023076887509284
Cc1cc(Br)cc(Br)c1O,0.7638084752998343
O=C1CC(Nc2ccccc2N2CCOCC2)C(=O)N1c1ccccc1,0.856488122378753
CC(=O)Nc1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,0.8950000131891761
CCc1ccc(C(=O)Nc2ccc(N3CCCC3)nc2)cc1,0.938715671412519
COc1cccc(NC2=NC(=O)/C(=C/c3cnc4ccccc4n3)S2)c1,0.7157813742744813
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.7213394581196795
O=C1CC=NC(C2=NNC3=CC=C(Cl)CCC32)=N1,0.7824832453947356
O=C1CC=CC2=Nc3ccccc3SC2=N1,0.6847711332030533
COc1ccc(OC)c(N=Nc2nc3ccccc3[nH]2)c1,0.7350937638451452
CC(=O)C1=C(c2ccccc2)Nc2ccc(N(C)C)cc2S1,0.9193726557827513
COc1cccc(OCC(=O)NN=C2CCCC2)c1,0.82677580916884
Cn1cccc1/C=C1/SC(Nc2ccccn2)=NC1=O,0.8608103978867642
COc1cc(N)cc2c1C(=O)c1ccc(S(=O)(=O)N(C)C)cc1C2=O,0.7057714478510094
CN1CCN(N2CCc3c(sc(Nc4ccc(OC(F)F)cc4)c3C#N)CC2)CC1,0.7787644189586211
CCc1ccc2nc(O)sc2c1,0.7294281569131359
CC(=O)Nc1ccc(N=Nc2c(N)nn3cccnc23)cc1,0.72349353351946
Cc1[nH]n(-c2ccccc2)c(=O)c1/C=N/c1ccc(N2CCOCC2)cc1,0.7257752243228205
Nc1ccc(N2CCN(c3ccc(F)cc3)CC2)cc1,0.8524580604097001
CC1=C(Nc2ccc(N(C)C)cc2)C(=O)c2ccccc2C1=O,0.9423905082215365
COc1ccc(S(=O)(=O)Nc2ccc3nsnc3c2)cc1,0.7982460752011182
O=C1S/C(=C/c2cccs2)C(=O)N1c1ccccc1,0.7837419569885892
CCc1ccc2scc(NC(=O)c3ccc(Cl)cc3)c2c1,0.691394957432311
CC1=NN(C)C(N)=C(C#N)C1c1ccccc1Cl,0.8434164831623505
O=C(O)C/C(=C/c1ccc(Cl)cc1)c1nc2ccccc2[nH]1,0.7572423665038592
Cc1cccc(NC(=O)c2cc(C)n(-c3ccco3)c2C)c1,0.7847265685658957
O=C(Nc1nnc(S(=O)(=O)N2CCCCC2)s1)N1CCN(c2ccccc2)CC1,0.7369663893493522
COc1ccc(N=Nc2c(N)n[nH]c2O)cc1,0.7050581249950382
O=[N+]([O-])c1ccc(N2CCCCC2CCO)c2ccccc12,0.6930583567950083
Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)COc3ccc(F)c(F)c3)cc12,0.6758634482261192
CN(C)c1ccc(C2=C(C(=O)NCC3CCCO3)CCCC2)cc1,0.9008249129946508
CCOC(=O)N1CCc2c(sc3c2C(=O)NC(c2ccc(C(=O)O)cc2)N3)C1,0.7299535471571991
COc1cc(/N=C/c2ccc(OC)cc2)c(OC)cc1C,0.7850237507596384
Cc1ccc(C2=NNC(c3ccccc3)=N2)cc1,0.7387822874239648
Cc1ccc(C2N=C(C)/C(=C\C=C/c3ccco3)S2)o1,0.7975076149486138
CN(C)c1ccc(/C=N/NC(=O)c2cccs2)c(O)c1,0.6701821888829465
O=c1oc(-c2ccccc2)ccc1C[NH+]1CCN(c2ccc(F)cc2)CC1,0.7713625431840259
COc1ccccc1N1CCN(c2ccc(OC)nc2SCC(=O)O)CC1,0.7245807771626308
O=C1C(Cl)=C(N2CCN(c3ccc(F)cc3)CC2)C(=O)c2ccccc21,0.811200433915365
CCOC(=O)c1cnc2c(c1N)C(=O)c1ccccc1C2=O,0.7212285895064259
CCOc1ccc(CNc2ccc(C)nc2)cc1,0.8721591035255244
COc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,0.7165802716787706
O=C1NC(=O)c2cc(N(CCc3ccccc3)Cc3ccccc3)ccc21,0.6832782422333019
Cn1[nH]c(N=C2C(=O)Nc3ccccc32)nc1=O,0.7479488737083261
